Score,Time,Summary,Text,Sentiment,AI_Sentiment_Score,AI_Sentiment
5,2012-07-24,Best coffee-Best Price!,I have tried just about every brand and this is one of my favorites.  The price is realistic for those who drink alot of coffee.  And you can't beat the convenience of having it delivered monthly.  I highly recommend this coffee and this service offered through Amazon.,Positive,0.7425,Positive
4,2012-03-12,"Not sure if I'd call them ""healthy""...","But healthier than most of the other snacks I cram into my mouth(and that's gotta be worth something right?).  They taste good too!  Kinda sweet, kinda salty.  They're made with sweet potatoes so it makes sense.  Another interesting Popchips feature is that they are ""popped""(hence the name, again, makes sense) rather than fried or baked... gives it an oriental rice snack kind of consistency.  All in all very pleased with these, give them a try for yourself, whether a health nut or not(a .8 oz bag of these is about 1/3rd the fat and half the rest of the nutrition facts numbers of a full oz of Lays for the record).",Positive,0.97,Positive
5,2009-03-26,Best Sugar Free Cookie~You get 8 as a serving :),It is hard to believe these are sugar free. They are so good. They are buttery and rich tasting and a serving is 8 cookies of 130 calories. That is so filling and yet still keeps you on whatever plan you are following.<br /><br />I have tried many of the flavors of these cookies and not found one to be bad or have an aftertaste. This one is my all time favorite. You will not be disappointed. In my town they are usually $3.99 a pack so this is a fantastic deal.<br /><br />They come with a long expiration date also.,Positive,0.9447,Positive
3,2011-12-29,Finally got it fixed.,"Update: Thanks to the wonderful folks at Lowe's they got the stripped screws out of the bottom of the item, and I purchased some new better quality screws to put back in it. Now that my item is fixed, I still will not give this product 5 stars, just because I do not think it is worth its cost.  I think as easy as the belt comes on and off that is something that should be addressed whenever the company goes to make a newer model.<br /><br />Received this off my wishlist for Christmas and was excited to use it, it steamed the veggies just fine, however it would not blend. The blade and its unit inside the baby food maker would not spin. I noticed other people on here have had the same problems. I tried to call the Baby Brezza company at 9:23 am EST since on their website it says their business hours are 9-5 EST. However their automated system would not let me speak to a customer service representative, you have to leave a message. Sorry, I want to talk to some one and NOT wait to be called back at YOUR convenience, but rather MINE. I gave them their chance, so I now have to wait to receive the Amazon invoice in the mail from my mother since she is the one who purchased it here on Amazon for me, and then I will be printing a FREE shipping label and returning with ease through Amazon. I was really looking forward to this baby food maker, however, I think I am going to be going with a different brand. This thing is a piece of crap. IT is so disappointing to try to make your baby food and to have this thing not work; on top of that, their customer service has disappointed me too.",Neutral,0.73,Positive
5,2011-07-25,Another Great Offering from Wellness,"I saw this in my local pet store and wanted to try this out on my three cats, they currently eat <a href=""http://www.amazon.com/gp/product/B003G0APGK"">Wellness 24-Pack Healthy Indulgence Tuna Recipe Cat Food, 3-Ounce Pouches</a> and I have to smush it up in the pouch because two out of three cats prefer their soft food in smaller bits, all of them prefer the pouch food over Pate Style and all three want Tuna over everything else.<br /><br />In the store I compared the ingredients on the label just to make sure they were comparable. Here are the first 6 ingredients side-by-side:<br /><br />Wellness Tuna (Pouch) - Turkey Broth, Tuna, Turkey, Turkey Liver, Egg Whites, Potato Starch<br />Wellness Tuna (Can, Minced) - Tuna, Fish Broth, Water Sufficient for Processing, Salmon, Dried Egg Whites, Peas<br /><br />While this seller doesn't specify the size of the product, I'm assuming it's the smaller 3 oz cans, the same I purchased in store (there were no other available sizes). Both the Healthy Indulgence Pouch food and the new Minced Canned Food Tuna Dinners are 3 oz.<br /><br />Here is a side-by-side comparison of the Guaranteed Analysis for each:<br /><br />Pouch - Crude Protein: 9%<br />Can -  Crude Protein: 8%<br />Pouch - Crude Fat: 2.5%<br />Can - Crude Fat: 3%<br />Pouch - Crude Fiber: 1%<br />Can - Crude Fiber: 1%<br />Pouch - Moisture: 82%<br />Can - Moisture: 82%<br />Pouch - Ash: 2.5%<br />Can - Ash: 2.8%<br />Pouch - Magnesium: .025%<br />Can - Magnesium: .035%<br />Pouch - Taurine: .10%<br />Can - Taurine: .05%<br /><br />You can see that while they are the same flavor, not all ingredients are the same.<br /><br />All three of my cats ate this food but I suspect they prefer the pouch food over the canned food due to little bits being left over in their bowls while the pouch food was completely gone and their bowls were licked so clean they shined. I would purchase this again to give them some variety.",Positive,-0.7402,Negative
5,2009-10-21,Delicious as always!,"Oh, I love these chips! And they're so hard to find where I am, and when I do find them, they're usually $1-2 more per bag for less. Great that these are so cheap here at Amazon.",Positive,0.8455,Positive
5,2009-12-06,Made a college kid and her roomates so very happy!,"My 19 year old daughter was so happy to get the nice fresh candies. She and her roomates ate the whole bag in less than a week! She used to work at the candy store here in Savannah, and missed having these yummy Raspberries and Blackberries. They arrived nice and fresh, and quickly!",Positive,0.9495,Positive
3,2011-02-07,Vinegar... Not my taste!,This is the first time I tried Sea Salt & Vinegar chips. Not my taste.  Make sure you like salt & vinegar before ordering. You may be in for a suprise if you have never tried them before.  I'll stick with the salt and black pepper chips.,Neutral,0.5859,Positive
5,2012-09-15,convenient and tasty,My husband loves these. They are easy to make and yield consistent results. Easy to customize the strength by just using more or less water. We bring a few packets when we go away on weekend trips. Buying in bulk here is definitely cheaper than buying at the store. Cheers!,Positive,0.9571,Positive
5,2011-10-26,Tasty and Versatile,"Like good granola, this stuff works both as a finger-food snack and as cereal with milk. Nice, crunchy texture to the clusters and the cinnamon flavor is the key that gives it its good taste. The fact that it's a healthy snack/cereal, is just gravy. Highly recommended for both kids and adults.",Positive,0.9312,Positive
3,2011-06-07,Not very lemon-y,"This oil tastes like regular olive oil, with maybe a hint of lemon. I have had very good lemon olive oils, and this doesn't come close.  It doesn't taste bad - just not lemon-y. But I guess I can't expect too much for the price. Usually a good lemon oil will be at least twice the cost.",Neutral,0.8427,Positive
5,2012-01-01,Packs a punch!,"I came to the amazon site to find these because I hate going to Walmart and that's the only place I've been able to find them. As other reviewers have mentioned, they are much cheaper at the brick and mortar stores than here. I do want to warn and defend this house blend as an extremely strong cup of coffee without the Bold Roast of the French Starbucks.  I find every other k-cup I've tried (Green Mountain, Newman's, even Starbucks' breakfast blend)to be too watery even on the smallest cup setting but boy these really make it taste like I'm drinking a good strong coffee house cup of joe.  I brew these with a medium cup of water but I think they'd even work with the large size brew. Shame they're so pricey.",Positive,0.8173,Positive
3,2012-05-22,Not Bad at All,"I've been brewing this in a proper pod brewing machine the <a href=""http://www.amazon.com/gp/product/B004EBUWHM"">BUNN MC MyCafe Single Serve Pod Brewer</a>. Even in a 15 oz. mug these pods produce a good, not great, slightly bitter, strong cup of coffee. I don't know about 'exotic floral and berry notes' as the description states. Perhaps my palate isn't refined enough. I just like a strong cup of black coffee and that's what I got. There wasn't anything really special or exciting about the One Love Organic Coffee but there also wasn't anything really bad about it either... I doubt I would get this again, there's better coffee out there.",Neutral,0.9174,Positive
1,2012-01-18,Where's the macadamia?,I had a hankering for some macadamia nuts so i went to Target and this is all they had. The price seemed like a real bargain now I know why.. What looks like a big ol macadamia nut is mostly all chocolate and literally a half of a small nut!!!  I don't know how they get so much chocolate over such a small piece! I guess if you like mostly all chocolate and a little nut then you might like these.,Negative,0.8647,Positive
3,2012-09-17,It was just so-so.,"I bought two of these based on the description and existing reviews.  It smells alright but the orange wasn't fruity enough and the rooibis wasn't ""earthy"" enough. There was something in the balance of the two that just didn't trip my trigger. I wish I'd been as pleased with this blend <a href=""http://www.amazon.com/gp/product/B000NKEXBO"">African Autumn, 20 Sachets in tin by Harney & Sons</a> as earlier reviewers clearly were. Mind you, I adore H&S chocolate mint, many of their other teas and plain rooibos from other 4-5 tea companies. If it helps, I don't add tea or cream to my teas -- except when I go out for English Tea (PG Tips) at my favorite tea house. I also adore plain green tea, Red Rose black tea, Earl Grey, Rooibos with Asian Pear, plain rooibos and many other teas without cream or sugar.  I'm usually very good at reading ingredients and envisioning what a tea will taste and smell like --that's why I risked buying 2 tins. Part of what threw me was the name of the blend -- ""African Autumn"". Somehow I thought there would less of the orange flavor and more of an earthy-nutty flavor. No, I have no idea where that ""made up in my mind"" combo would have come from.  Maybe they should have called this, ""fall fruit basket""  or something. The tea is not so unpleasant that I won't finish it. I'll have a few more mugs and see if I grow to like it but unlike my yummy chocolate mint, I'll definitely give plenty of my remaining 37 bags of ""African Autmmn"" away one bag at a time. I hope that you enjoy it more than I did.",Neutral,0.9957,Positive
5,2012-06-24,These snacks are awsome!,"I love it. They both taste AWSOME. The cranberry sesame mix is slightly salty and the cherry apple mix is more on the sweeter side. I am a BIG FAN of SAHALE SNACKS. I find them to be tastey and nutritious. They are great to keep in your bag for work or play. They are great for a long car drive and a fun snack to give away. I understand there is sort of a cult following with Sahale, so I loke to give them away to people to spread the word.",Positive,0.9688,Positive
1,2012-01-26,Made My Dog Sick!,Not sure what is wrong with this bone but it made my miniture poodle sick instantly. He began to eat the bone and within a few minutes was throwing up. He has been sick since. He barely had eaten anything off the bone. I can't say it will make every dog sick but it made mine sick. So I just suggest you just be careful when purchasing new bones for your dogs not knowing whether or not they will make your animals ill.,Negative,-0.9754,Negative
5,2011-08-12,Restless Leg,I have Restless Leg syndrome and this is the only product that gives me the peace to get a full nights sleep.  After taking several prescriptions that did nothing for my restless legs this product is amazing. When I start to feel the muscle vibrating feeling I can take this and feel relief in just 30 minutes.  Great product and a great price.,Positive,0.9629,Positive
2,2010-09-17,Not What It Used To Be,"I've been using this cereal for the past 4-5 months.<br /><br />My son always enjoyed eating his cereal.  However, my last order (after the item being out of stock practically everywhere) of this product was different.  I'm not sure if the issue was a production problem or not.  However, the cereal now seems like shredded cardboard.  It tastes and smells differently.  Where initially is was a creamy color and nice consistency, it is now gray.<br /><br />I can no longer recommend this product.",Negative,0.6414,Positive
5,2012-01-18,Coffee,"This is without a doubt the absolute best coffee on the market.  No acidic aftertaste, just good flavor.  would recommend to everyone who drinks coffee.",Positive,0.8594,Positive
1,2008-12-23,Blah!,"In my opinion this cocoa is pretty blah.  Weak, with a really awful after taste.",Negative,-0.5256,Negative
4,2012-09-24,Vegan,"Like the onion soup base, this product is ho-hum but meets all of the criteria...vegan, low sodium.  I will buy it again because the price is reasonable and it is vegan.",Positive,-0.2263,Negative
4,2010-12-29,not great ... but good for the price,"not as good as illy, but then it's hard to beat illy anyway. for the price, however, its really good.",Positive,-0.661,Negative
5,2010-06-19,Great Flavor and Heat - Highly Recommended!,"Huy Fong ""Sriracha Hot Chili Sauce"" is offered in just about every Chinese and Vietnamese restaurant in my area, and with good reason! Unlike at lot of hot sauces, this has a great chili pepper and garlic flavor that compliments most of the dishes I like (particularly good on Pork Lo-Mein) and also provides a good amount of spicy heat. This is not the hottest of the hot sauces but it is on the boarder line for several of my friend.<br /><br />This is really good stuff and we almost always keep a bottle of it on hand to liven up or cooking or when take-out doesn't have enough ""zing"". It is also great spread on chicken when grilling but watch the smoke when opening the grill lid, it is like OC spray if it gets into your eyes.<br /><br />Highly Recommended!<br /><br />CFH",Positive,0.9811,Positive
1,2012-02-23,Strange smell and taste,"I didn't actually taste this, but I thought it had a strange smell.  My husband and my son love the dried mango we get at Costco so I thought I'd try this since it's organic.  Neither one of them will eat it....they think it has a strange taste.  Unfortunately, I might as well have thrown $20 in the trash can because that's where this mango ended up.",Negative,0.4497,Positive
5,2010-09-19,Taste of Peru,"Having just returned from a trip to Peru, we were pleased to be reminded of that trip by drinking the tea we had enjoyed during our stay in Cuzco.  It is everything I remember.  The brand we enjoyed while we were there was ""Delisse""; next time I will buy that, but this is just as enjoyable.",Positive,0.8442,Positive
4,2012-05-26,Smooth taste,"Coffee has very smooth taste.  I had to do some research as to how to use the pods.  Best way I found to use pod was to cut open pod and place into coffee filter or just place unopened pod into coffee filter.  It worked quite well and the coffee was not weak, but had a strong smooth taste.",Positive,0.836,Positive
5,2012-05-24,Delicious Spicy Flavor,These little snack cakes are quite good. They have a sweet and slightly spicy flavor. Very tasty and addictive. One serving size is 18 chips/130 calories. Not too bad.,Positive,0.8419,Positive
5,2010-03-12,"Finally, al solution!","This product does exactly what we hoped it would do: keep our (eight) dogs out of the boxwood beds next to the house. For some reason, they loved to play in those bushes, and the landscape was suffering.We installed it in an hour or so. It's a moderate surprise when the dogs come in contact with the wire, but enough that they never do so again!",Positive,0.7117,Positive
5,2011-07-04,My husband LOVES these!,"My husband was very disappointed when we could no longer find the Sunshine raisin cookies.  When we were in Holland recently, he had some cookies that reminded us of the original raisin cookies.  Determined to find them, and I can find just about anything on Amazon (!), I searched and found these current biscuits that were well rated.  Some people suggested that they are a bit too crispy, but we both really loved them and will be ordering another batch soon.",Positive,0.8636,Positive
5,2012-06-03,The Best There Is!,"I was born and raised in the Kansas City area and now live in southern Missouri.  Charlie Bryant (the original owner) retired in the late 40's, I believe, and his brother, Arthur, purchased the business.  Their restaurant was across the street from the Kansas City Athletics baseball stadium, which has long been torn down.  I love their original sauce because it isn't so sticky sweet like most are.  Arthur Bryant's is true, original Kansas City barbecue sauce.",Positive,0.8996,Positive
5,2012-08-20,Hard to find.,Had not been able to find this cappuccino since I moved 3 mos. ago.  Finally got on Amazon and found it. LOVE this flavor and my friends love to sit around the table & talk while we're enjoying it. It gets my day started off right!,Positive,0.956,Positive
5,2010-01-31,Must have for Pecan Pie,If the recipe absolutely calls for corn syrup use corn syrup but if it doesn't you may want to try using this instead.,Positive,-0.0857,Negative
5,2009-01-25,Best sugar free chocolate,This whole line of chocolate is the best sugar free chocolate I have ever tasted.  Service is great; they delivered the last order on Christmas Day!,Positive,0.9168,Positive
1,2010-02-26,False description,"Three of the 22 cups were TEA, not coffee...1 Chinese green tea,1 chai tea, 1 English breakfast tea.<br />Three more of the cups decaffeinated Columbian.<br />If I had wanted tea, I would have ordered tea. If I wanted decaf, I would not have ordered a coffee pack, I would have ordered decaf.",Negative,0.0,Neutral
5,2012-05-25,coffee,"My mother really enjoyed this coffee.  Most other coffees are so strong but this she could drink it without watering it down. We received it a day or two earlier than I thought we would, so we were able to start enjoying earlier than planned.",Positive,0.8597,Positive
5,2012-03-15,Great Tasting Healthy carb free Bread,"This Bread really IS the greatest thing since sliced Bread.  For a diabetic it is a must product, it has helped lower my blood sugar 50 points since I stated eating this bread instead of regular bread.  You might say just don't eat bread, that is impossible when you are addicted to bread.  Now if they made pasta with zero net cards my other addiction would be solved.  If they made frozen dough using the same recipe I could have pizza with near zero carbs also.  They need to franchise this product and recipe on the East Coast by this baker.",Positive,0.6557,Positive
5,2011-08-05,I am so glad I can find my favorite Chocolate on Amazon!,"Newly moved to San Francisco from Asia, don't like the local chocolates.  Tried every food store I passed, including so-called pharmacy but couldn't find this chocolate.  But Amazon has!  They came intact with very considerate cooler package.  Simply love it!",Positive,0.9368,Positive
5,2012-10-15,Best Pizza Cheese,"This is THE product you're looking for if you want 'St.Louis' style pizza.  I moved out of the St.Louis market area about five years ago and have struggled mightily to get this product.  While I was able to come up with a blend that we made ourselves there is nothing quite like the original. The added benefit is that with this new supplier its actually cheaper to purchase the real thing than trying to make our own.  Having spent much time on looking for this cheese, I also know there are many others out there looking.  Well, your search is over, this is the real deal.",Positive,0.5001,Positive
5,2011-10-25,"Insanely addicting, has a nice kick after you finish eating","Put it on anything. Love it on anything. That's pretty much my philosophy on Sriracha. I have a decently high spice tolerance. This hot sauce just tastes amazing (imagine my voice singing in a high pitch). It also has a nice kick after you finish eating. Know that feeling you get while using alcohol-based mouthwash? Take that, multiply it by ten, and make it spicy (and delicious) and that's the aftertaste. I wouldn't give it up for the world.<br /><br />My family thinks I'm weird for dumping massive amounts of this stuff in everything I eat. Pssh, wimps.",Positive,0.9136,Positive
4,2012-10-22,Not so cluster-y,the quality is good but its more like eating seeds than clusters.  there is no way you can just grab a handful and go.  you have to have them as a topper on yogurt or oatmeal.  this product would rock if it was in clusters.  I will not be purchasing it again because of this reason,Positive,0.429,Positive
5,2011-07-21,"Makes great, easy to make pancakes","I really like this pancake mix, it is very simple to make a batch, just add water. The pancakes always come out perfect in my opinion. Much better than that leading brand I used to buy at the supermarket! The pancakes fluff up more, and have a richer taste. I even give the 2 lb. bags in baskets as gifts, because they come wrapped up in old fashion fabric. Note - I have been sent boxes once in error, rather than the bags. As always though, Amazon took care of things. It was still the same mix, just different packaging.",Positive,0.9387,Positive
5,2012-10-24,Superb addition to a dog's daily diet,"This Preference veggie mix has been an important addition to our dogs' daily meals for the past 2 years.  I first began using one of Honest Kitchen's other products, Thrive, when our youngest dog (still a pup) was diagnosed with severe hip dysplasia.  I chose to use a bunch of natural supplements/herbs to deal with his joint mobility/pain rather than twice-daily strong prescription meds that would destroy his liver.  It put him off his food though since he didn't care for the taste of some of the supplements; so I tried to add plenty of good-tasting, healthy additions to his kibble (Pure Vita) to encourage him to eat.  The ""Thrive"" dehydrated mix was convenient...meat and veggies together...and I still occasionally use it for that convenience when the dogs are being kenneled or kept by others.  For regular daily use though, I use the Preference veggie base and add my own chicken, turkey, salmon, or bison.  I find it a bit more economical to just add my own protein source since I go through quite a bit (2 dogs, and 1 is huge).  Another thing that I like about the Preference mix is that one of the first two ingredients is alfalfa which has been shown to help with joint inflammation...just what my big guy needs.<br /><br />I usually mix up enough for a couple days worth of meals and just keep it in the fridge.  I just scoop the appropriate amount into each dog's bowl and then mix in the supplements for each pooch.  I then stir in the meat and kibble along with salmon oil.  They love it and they're both doing great on it!",Positive,0.9734,Positive
5,2011-12-02,Fantastic Flavored Stevia,"Stevita is my favorite brand of Stevia.  I've ordered it numerous times (my bottles keep disappearing!), and gotten my family and friends hooked on it too.  The cinnamon is my favorite of the flavors, perfect for coffee and tea.  This has a really strong cinnamon taste, so just a few drops can be more than enough.  Anyone who complains of bitterness (as in another review), used too much.  Less is more!  Try a few drops first, and then add more to taste.  It adds sweetness and cinnamon without adding carbs and bitterness!",Positive,0.9256,Positive
4,2012-06-12,Good value and dogs like them!,"These do help to keep my dogs teeth clean and they are just the right size for my 7 lb chihuahua. Much, much better value on Amazon then your local pet supply warehouse.",Positive,0.886,Positive
5,2012-09-05,Son loved this soup,My son approved of this flavor soup.  I thought it was too watery in consistency so I sometimes added a little rice to it.  My son loved it both ways.,Positive,0.7717,Positive
2,2012-02-19,Breadsticks,"Most of the breadsticks were broken into pieces. I would absolutely not order these again. The description was not explained well.<a href=""http://www.amazon.com/gp/product/B000FAIR82"">Granforno Grissini Breadsticks, Traditional, 4.4-Ounce Boxes (Pack of 12)</a>",Negative,-0.4767,Negative
4,2010-12-25,"Have bought this several times, and it's best to get it locally, often missing or broken items","The kit is nice. I like it. Good size, not too small, not too large. Everything needed, etc. Good assortment of colorful candy for looking at. Our kids enjoy it year after year. They even eat it, but I wouldn't. Doesn't taste good. It's just candy and items meant to last a long time on the shelf. Not great for eating.<br /><br />But my main issue is that since they do sit on the shelf and get handled a lot or shipped a lot, they often have broken items. And somehow they often have missing items. This time our box was missing the best and most useful candy, the little ball candies that act as the Christmas lights on the house. So that was sad. Of course we got ours too late this year to deal with returning it. So our house was incomplete this year. So either order it early enough to deal with returns and exchanges, or get it locally.",Positive,0.144,Positive
5,2010-09-12,Picky Shopper  very satisfied,"I ordered this decafe for my mother against my best judgement, she never has a good word or finds satisfaction in anything. That was until she received the Colombian Decaffeinated K-Cups. It took me 64 years to be her hero !<br />In her mind this is the greatest thing to happen to her since sliced bread. Thank You Amazon.com , Thank You Timothy's World Coffee.",Positive,0.9571,Positive
5,2006-12-12,EXCELLENT TASTE & QUALITY,These chocolates are one of the very best one can get. The problem is the price in the USA.<br /><br />In Belgium they cost only 16.50 Euros a Kilo (approx 2.2 lbs)= USD 22.00.<br /><br />Transport is expensive because they travel cooled...,Positive,0.4201,Positive
5,2011-03-31,My favorite beans,"These are some of my favorite beans. I've purchased this brand a number of times in various roasts, and I've never been disappointed. Whether you use them in your French press, your espresso maker or your conventional coffee pot, some of the best tasting coffee you can imaging comes out of this bag.<br /><br />Definitely recommended.",Positive,0.8969,Positive
4,2010-06-24,"OK coffee, somewhat interesting","First, our family drinks an almost absurd amount of coffee.  I pull 10 to 20 espresso shots on a typical day, mostly lattes and frappucino drinks.  Occasionally, we make drip.  For reference, I won't even drink ""office"" grade coffee or typical garbage like Folgers.  I would rather drink a glass of water or a good tea.  So, I am rather familiar with good coffee and probably more demanding than most reviewers here.<br /><br />As a result, I would rate Melitta Blanc et Noir just OK.  It's average.  It is more bitter and acidic than I would like.  It is maybe comparable to Starbuck's coffee which isn't that great.  It is definitely better than many store/house brands.  However, there are some good to great coffees out there including Millstone, Cost Plus' varieties, Peet's, and Illy, the latter, especially being frighteningly expensive.  I do, however, encourage you to try Illy as it has a fantastic, reusable tin.<br /><br />With all that, I give it a bump to 4 stars.  That is because, here at Amazon, especially with their subscription program, it is cheap.  You would probably not notice the difference in frou-frou'ed up drinks with a lot of cream and sugar.  Also, it deserves 4 stars because it is somewhat interesting.  Blanc et Noir is a blend of dark French roast and a light roast.  I expected it to be some middling blend in between, but actually you do get a sense of both the mild roast and the more full, smoky darker roast.  It is interesting, but I'm not sure I'd like it over and over.  I prefer more single bean roasts like a good Columbian Supremo or a well-blended house.<br /><br />Finally, it is listed as ""Extra Fine Grind"".  It is very, very evenly ground which is impressive, but it is not that extra fine.  I would say more of just fine.  It is definitely way too coarse to use in an espresso machine, even with a pressurized portafilter.<br /><br />This product is worth a try, and also be sure to pick up a can of Illy (even for the tin) and try some good Columbian Supremo if you haven't already.  These are good reference coffees, and I made a bunch of A/B tests among them and a couple others before writing this review.",Positive,0.992,Positive
5,2012-09-17,definately a keeper for me.,"I've taken anti-depressants for years and they get so expensive that I gave this stuff a try last year. First used as 'backup', after few months backed off the meds (w/Dr.'s ok) every other day, all the while having 2-3 cups of this each day. (I drink ALOT of tea). Now I'm on subscribe and save and drink this tea, hot or cold, no sugar, regularly. It's got a nice pleasant taste, hot or cold.",Positive,0.802,Positive
5,2010-01-07,My very favorite brand of Curry,"I've tried other brands of ""curry bars""  such as Golden, but Vermont Curry is just plain the best, by far. It's delicious.",Positive,0.9161,Positive
5,2011-02-08,Folger Coffee was Cheaper on Amazon,I normally order coffee directly from Smucker's (owner of Folgers Coffee).  Amazon was much cheaper and arrived sooner than ordering from the factory!  I saved about $13 for a six pack of coffee.  The coffee was fresh and in good order.,Positive,0.8398,Positive
5,2011-04-08,Delicious!,"This tea is one of my favorites.  It has a clean, subtle, delicious flavor very similar to the Stash White Decaf Lemon, but unlike the lemon it's lemongrass free, which can be important for people with grass allergies.<br /><br />Three warnings for this tea:<br /><br />1.  If you like strong tea, you're in the wrong place.  This is a subtle white.  I find it delicious, but many of my friends want a stronger flavor.  I think this is comparable to flavored water in the intensity of the flavor, though it would be unfair to compare this to the fake chemical flavor of a propel water bottle!<br /><br />2.  It's a white tea.  It steeps FAST.  If you'd like more flavor, choose another tea or put in 2-3 teabags.  This tea will not always forgive a long steep and can become very bitter if left too long.<br /><br />3.  It's not a very good iced tea.  It tastes like it would be lovely, but the flavor oil leaves a film on the top that I find unappetizing.<br /><br />Enjoy your tea!",Positive,0.9717,Positive
5,2011-10-13,"Dress it Up, Dress it Down - The Very, Very Best Salad Dressing Ever","I'm a salad nut and picky about what I put in and on my daily salads.  I grew up on Good Seasons dressings and have used them for well over forty - ok, almost fifty years now  - yes, they have been around that long!  They are the best tasting salad dressings out there, and while I've used many, many other dressings over the years - from bottled to homemade - the Good Seasons Salad Dressing family is my favorite.<br /><br />Back in the 60s I think we always made the dressings with vegetable oil and apple cider vinegar, but after I got out on my own and widened my food horizons, I find I love Good Seasons even more. Vinegar is the big secret with these dressings - change the type of vinegar you use and you dramatically change the flavor!  In the 80s I started using red wine and white wine vinegars, which gave it a whole new taste.  In the 90s Basalmic vinegar was the way to go and my foodie friends were never so impressed!  Now my vinegar of choice is a rice vinegar, especially with the Zesty Italian and this flavor - Garlic and Herb.  But other vinegars are great too - try it with malt vinegar for a change of pace.<br /><br />My other trick is that I now make my dressing with a healthier canola oil, rather than the vegetable oil of the old days.  I've also made it with olive oils, but I don't use olive oil as a general rule, only because the oil solidifies in the refrigerator and you have to take it out ahead of time to soften it.  I'm just not that good at planning ahead, so I'll stick with canola.  I also use a bit more of both the oil and vinegar than the package recommends - I like the taste a bit better and I get a wee bit more dressing for each package.<br /><br />And now that I've found my favorite salad dressing on Amazon, life just got better yet.  The prices in the grocery stores had gone way up over the years to over $2.25 a pack, but now I can buy 16 to 24 packages of dressing for over a buck per package less.  Thanks Amazon!",Positive,0.996,Positive
4,2012-04-23,Road Trip Companion,"I like good coffee and when I find it I stick with it.  Nonetheless, when a chance comes along to try something different, I'm willing to give it a try.  When I got the samples from Marley Coffee, my first reaction was the socially responsible credos listed on the box.  Nothing wrong with that but if the coffee isn't good, the good deeds don't matter to me.  After tasting it, I found that the coffee IS good.  The blend I received was ""Organic Medium Ethiopia Yirgacheffe"" and it is very enjoyable.  The coffee is packaged in individually sealed coffee in their own filter packets.  Having an ample supply at home of other good coffee (and after enjoying a weekend of Marley Coffee) I decided that this was the coffee to take on the road.  I have been using motel coffee makers for years with the ground coffee I took with my wife and I.  We even bring our own measuring spoons and filters.  Alas, the motel coffee-makers have shrunk in size and I can't make a good job of making my own coffee.  These packets are just the right size for those dinky coffee-makers so I'm taking Marley Coffee on the road.  In fact, I did just that last weekend.  I even threw an extra packet in my coat pocket.  Good thing too because I had put the other packets in a different bag which left me with the local mediocrity.  Why the long story?  Well, the quality of coffee was the difference of night and day and I made sure I now have ample packets in all my travel bags.  It's that good.",Positive,0.9927,Positive
5,2009-05-23,Great Healthy chips yes.,"I only knew of one company that made no sodium chips and they stopped making them. Yeah, to see them back and surprisingly, they fill me up better than regular salty chips and keep blood pressure low. Health and taste rarely combine, and for once it has.",Positive,-0.0258,Neutral
5,2008-05-31,Awesome Gluten free pretzels,"<a href=""http://www.amazon.com/gp/product/B000EVG8FQ"">Glutino Sans Gluten Free Pretzels, 2.6-Ounce Bags (Pack of 20)</a><br />I purchased this product primarily because of the reviews...and I scorded. These Gluten free pretzels taste great. They're light, taste just like regular pretzels, and have just the right amount of sea salt. I was a bit concerned when I read the sodium content, but figured I could just brush the extra salt off...no need. Both of my finicky kids love them, & I've even shared them at outtings with other children & adults who had no clue that these pretzels were gluten free. I would definitely order them again.",Positive,0.9709,Positive
3,2009-10-02,"It worked, but very slowly","It didn't catch any fly in the first 3 days, only after I took the top off it started to catch a few. Less than 2 a day, which is really not that good, I kill 3 a day with my fly paddle. Now after a week I see about 10 or so died fly, but I can't say that it doesn't work, but its just slow, and the fly just stay on top of the cup, they just don't fall in.",Neutral,0.0839,Positive
4,2011-09-15,Smooth,"This is a great mid morning coffee, best for drinking after I have already had my jet fuel. It is a medium strength coffee, but has great aroma and flavor.",Positive,0.9169,Positive
4,2010-10-15,it really works!!,"I'd been using the Benecol chews for several months, planning on getting a cholesterol test, to see if they helped.  Then they went out of stock for several months & I tried another product that I didn't like as well.  I was so happy when these came back, since they tasted much better.  They really taste like caramel chews.  HOWEVER, they do leave a little film on the inside of your mouth afterwards.  The film is not too bad; I think of them as little desserts.  I just got back my cholesterol test results and my LDL (bad cholesterol) went down 27 points (from 164 to 137)!  I'm really pleased.",Positive,0.8399,Positive
5,2011-12-06,Great Chilies,"It's hard to find canned, whole green chilies in my area.  And the ones I've been able to find in local stores are randomly pretty bad.<br /><br />But these from Chi Chi's are great.  Maybe only 1 or 2 cans out of 12 aren't up to par, and by that I mean they're overly...strong, I guess is the word?  under-ripe?  Anyway, I can easily live with 10 great cans out of 12 considering how hard they are to find. Highly recommend.",Positive,0.9447,Positive
